
Gurobi 7.0.2 (win64) logging started 06/27/20 09:18:54

Read LP format model from file C:\George\Professor\Pesquisa\Orientacoes em Pos-graduacao\2019 MSC PPGCC Guilherme Figueroa\Fanjuls Solver\Results\I_250_20_S_1-49_9_MTZ_KB.lp
Reading time = 9.45 seconds
: 73040 rows, 1260251 columns, 5155020 nonzeros
Optimize a model with 73040 rows, 1260251 columns and 5155020 nonzeros
Variable types: 5251 continuous, 1255000 integer (1255000 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 2e+02]
Presolve removed 0 rows and 0 columns (presolve time = 6s) ...
Presolve removed 0 rows and 0 columns (presolve time = 10s) ...
Presolve removed 0 rows and 0 columns (presolve time = 17s) ...
Presolve time: 19.49s
Presolved: 73040 rows, 1260251 columns, 5155020 nonzeros
Variable types: 250 continuous, 1260001 integer (1260000 binary)
Found heuristic solution: objective 19486.000000

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
  114093    1.0292583e+02   1.178955e+03   0.000000e+00    896s
  114555    1.0299286e+02   3.600680e+03   0.000000e+00    903s
  114865    1.0305646e+02   2.760106e+03   0.000000e+00    907s
  115085    1.0309502e+02   5.272761e+02   0.000000e+00    911s
  115590    1.0315101e+02   7.204933e+02   0.000000e+00    919s
  115843    1.0321416e+02   4.450478e+02   0.000000e+00    922s
  116147    1.0333516e+02   3.385244e+02   0.000000e+00    926s
  116412    1.0337079e+02   4.304488e+02   0.000000e+00    931s
  116876    1.0347196e+02   2.095202e+03   0.000000e+00    937s
  117331    1.0354315e+02   1.448803e+03   0.000000e+00    943s
  117614    1.0358082e+02   1.879148e+03   0.000000e+00    948s
  117863    1.0362776e+02   2.196799e+02   0.000000e+00    952s
  118072    1.0365342e+02   5.673268e+02   0.000000e+00    956s
  118412    1.0370995e+02   6.695062e+03   0.000000e+00    962s
  118888    1.0378399e+02   7.379394e+02   0.000000e+00    969s
  119077    1.0380312e+02   1.872975e+03   0.000000e+00    972s
  119356    1.0384403e+02   6.777425e+02   0.000000e+00    976s
  119783    1.0395764e+02   2.213749e+03   0.000000e+00    982s
  120060    1.0398473e+02   5.741302e+02   0.000000e+00    987s
  120327    1.0400954e+02   1.925387e+03   0.000000e+00    991s
  120637    1.0404256e+02   1.989363e+02   0.000000e+00    998s
  120845    1.0406295e+02   4.730097e+02   0.000000e+00   1003s
  121000    1.0407928e+02   2.394713e+02   0.000000e+00   1006s
  121310    1.0409647e+02   1.232544e+03   0.000000e+00   1013s
  121521    1.0411510e+02   7.040453e+02   0.000000e+00   1017s
  121697    1.0412264e+02   1.333153e+02   0.000000e+00   1021s
  121852    1.0413481e+02   3.357340e+02   0.000000e+00   1026s
  122168    1.0415661e+02   1.784196e+03   0.000000e+00   1033s
  122323    1.0416712e+02   2.236081e+02   0.000000e+00   1037s
  122478    1.0418081e+02   1.899549e+03   0.000000e+00   1041s
  122788    1.0420286e+02   1.837589e+03   0.000000e+00   1047s
  122943    1.0420925e+02   1.291086e+03   0.000000e+00   1051s
  123098    1.0422569e+02   1.003506e+04   0.000000e+00   1055s
  123408    1.0424735e+02   3.030346e+02   0.000000e+00   1064s
  123563    1.0426097e+02   4.217539e+02   0.000000e+00   1069s
  123718    1.0427580e+02   7.631484e+01   0.000000e+00   1074s
  123873    1.0428885e+02   8.597825e+02   0.000000e+00   1079s
  124028    1.0429517e+02   9.434619e+01   0.000000e+00   1084s
  124183    1.0430248e+02   3.506262e+02   0.000000e+00   1088s
  124338    1.0430747e+02   1.329590e+02   0.000000e+00   1094s
  124493    1.0431340e+02   7.474709e+01   0.000000e+00   1100s
  124648    1.0431732e+02   1.136467e+01   0.000000e+00   1106s
  124803    1.0431964e+02   2.647696e+00   0.000000e+00   1112s
  124958    1.0432105e+02   4.542259e+00   0.000000e+00   1118s
  125113    1.0432192e+02   9.506066e-01   0.000000e+00   1124s
  125242    1.0432226e+02   0.000000e+00   0.000000e+00   1130s
  125397    1.0431938e+02   0.000000e+00   7.022138e-02   1130s
  125444    1.0431936e+02   0.000000e+00   0.000000e+00   1131s

Root relaxation: objective 1.043194e+02, 125444 iterations, 1078.96 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0  104.31936    0  878 19486.0000  104.31936  99.5%     - 1134s
H    0     0                     147.0000000  104.31936  29.0%     - 2265s
     0     0  104.59198    0  939  147.00000  104.59198  28.8%     - 3311s
     0     0  104.59201    0  942  147.00000  104.59201  28.8%     - 3340s
     0     0  104.69095    0  933  147.00000  104.69095  28.8%     - 3591s
     0     0  104.69095    0  933  147.00000  104.69095  28.8%     - 3596s

Cutting planes:
  Learned: 6
  MIR: 85

Explored 0 nodes (131385 simplex iterations) in 3601.72 seconds
Thread count was 1 (of 12 available processors)

Solution count 2: 147 19486 
Pool objective bound 105

Time limit reached
Best objective 1.470000000000e+02, best bound 1.050000000000e+02, gap 28.5714%
