Instance: I_150_25_S_1-124_7_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 278
LB value  = 68
Solution time = 3600,27015304565
Solution status = Time_Limit

Variable	value
Y_17_20	1
X_17_107_20	1
Y_17_29	1
X_17_3_29	1
Y_17_31	1
X_17_20_31	1
Y_17_107	1
X_17_0_107	1
Y_18_10	1
X_18_0_10	1
Y_18_43	1
X_18_82_43	1
Y_18_60	1
X_18_10_60	1
Y_18_82	1
X_18_128_82	1
Y_18_128	1
X_18_60_128	1
Y_19_9	1
X_19_85_9	1
Y_19_13	1
X_19_118_13	1
Y_19_34	1
X_19_9_34	1
Y_19_85	1
X_19_87_85	1
Y_19_87	1
X_19_13_87	1
Y_19_108	1
X_19_34_108	1
Y_19_118	1
X_19_0_118	1
Y_20_36	1
X_20_0_36	1
Y_20_45	1
X_20_80_45	1
Y_20_80	1
X_20_36_80	1
Y_21_18	1
X_21_129_18	1
Y_21_30	1
X_21_0_30	1
Y_21_129	1
X_21_30_129	1
Y_22_1	1
X_22_122_1	1
Y_22_2	1
X_22_24_2	1
Y_22_8	1
X_22_1_8	1
Y_22_24	1
X_22_103_24	1
Y_22_27	1
X_22_2_27	1
Y_22_90	1
X_22_27_90	1
Y_22_103	1
X_22_8_103	1
Y_22_106	1
X_22_111_106	1
Y_22_111	1
X_22_90_111	1
Y_22_122	1
X_22_0_122	1
Y_22_126	1
X_22_106_126	1
Y_23_16	1
X_23_139_16	1
Y_23_56	1
X_23_71_56	1
Y_23_58	1
X_23_113_58	1
Y_23_71	1
X_23_58_71	1
Y_23_112	1
X_23_0_112	1
Y_23_113	1
X_23_112_113	1
Y_23_139	1
X_23_56_139	1
Y_24_37	1
X_24_47_37	1
Y_24_47	1
X_24_102_47	1
Y_24_55	1
X_24_37_55	1
Y_24_102	1
X_24_0_102	1
Y_25_11	1
X_25_131_11	1
Y_25_12	1
X_25_11_12	1
Y_25_17	1
X_25_12_17	1
Y_25_131	1
X_25_0_131	1
X_1_65_0	1
X_2_70_0	1
X_3_99_0	1
X_4_59_0	1
X_5_23_0	1
X_6_97_0	1
X_7_148_0	1
X_8_110_0	1
X_9_91_0	1
X_10_49_0	1
X_11_4_0	1
X_12_104_0	1
X_13_26_0	1
X_14_100_0	1
X_15_28_0	1
X_16_42_0	1
X_17_29_0	1
X_18_43_0	1
X_19_108_0	1
X_20_45_0	1
X_21_18_0	1
X_22_126_0	1
X_23_16_0	1
X_24_55_0	1
X_25_17_0	1
U_1	0,999999999999716
U_2	5,00000000003513
U_3	148
U_4	149
U_5	0,999999999999943
U_6	145
U_7	148
U_8	1,99999999999804
U_9	147
U_11	0,999999999998266
U_12	1,99999999999824
U_13	0,999999999998408
U_14	2,99999999999935
U_15	146,000000000001
U_16	149
U_17	149,000000000001
U_18	149
U_19	148,000000000003
U_20	0,999999999999943
U_21	5,99999999999832
U_22	147,000000000003
U_23	149
U_24	4,00000000003519
U_25	0,999999999998209
U_26	149
U_27	6,00000000003513
U_28	149
U_29	149
U_31	1,99999999999966
U_32	0,999999999998437
U_33	0,999999999999943
U_34	148
U_35	4,99999999999974
U_37	1,99999999999949
U_39	3,99999999999974
U_40	1,99999999999827
U_41	146
U_42	149
U_43	149
U_45	149
U_46	144
U_47	0,999999999999773
U_48	2,99999999999974
U_49	149
U_50	6,99999999999744
U_51	147,000000000002
U_52	148
U_53	1,99999999999952
U_54	1,99999999999793
U_55	149
U_56	147,000000000001
U_57	4,99999999999807
U_58	1,99999999999821
U_59	0,999999999998408
U_60	0,999999999998408
U_62	148
U_64	1,9999999999998
U_65	149,000000000001
U_66	146
U_67	148
U_68	3,99999999999932
U_69	3,99999999999741
U_70	149
U_71	146,000000000001
U_72	2,99999999999946
U_74	0,999999999998408
U_75	147
U_76	0,999999999999659
U_77	147
U_78	3,99999999999903
U_79	0,999999999999687
U_80	148
U_81	148
U_82	148
U_83	145
U_85	2,99999999999835
U_86	147
U_87	1,99999999999835
U_88	2,99999999999761
U_89	1,99999999999994
U_90	7,0000000000349
U_91	149
U_95	146
U_96	147
U_97	149
U_98	2,99999999999807
U_99	149
U_100	149,000000000001
U_101	148
U_103	3,00000000003573
U_104	149
U_105	5,99999999999974
U_106	9,00000000003462
U_108	149
U_109	148
U_110	149
U_111	8,0000000000349
U_113	0,999999999998266
U_114	0,999999999999716
U_115	5,99999999999793
U_116	147
U_117	0,999999999999659
U_119	146,000000000003
U_120	147
U_121	0,999999999998408
U_123	3,99999999999807
U_124	2,00000000000651
U_125	0,999999999998323
U_126	149
U_127	0,99999999999855
U_128	147
U_129	148,000000000001
U_132	2,99999999999807
U_135	148,000000000002
U_137	1,99999999999778
U_139	148
U_140	2,99999999999952
U_142	0,999999999998181
U_144	1,99999999999829
U_145	4,99999999999872
U_146	0,999999999999687
U_147	148
U_148	149
U_149	1,99999999999815
U_150	1,99999999999977
