
Gurobi 7.0.2 (win64) logging started 06/24/20 01:45:41

Read LP format model from file C:\George\Professor\Pesquisa\Orientacoes em Pos-graduacao\2019 MSC PPGCC Guilherme Figueroa\Fanjuls Solver\Results\I_200_20_S_1-124_2_MTZ_KB.lp
Reading time = 5.56 seconds
: 48440 rows, 808201 columns, 3304020 nonzeros
Optimize a model with 48440 rows, 808201 columns and 3304020 nonzeros
Variable types: 4201 continuous, 804000 integer (804000 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+02]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 2e+02]
Presolve removed 0 rows and 0 columns (presolve time = 5s) ...
Presolve removed 0 rows and 0 columns (presolve time = 11s) ...
Presolve time: 10.89s
Presolved: 48440 rows, 808201 columns, 3304020 nonzeros
Variable types: 200 continuous, 808001 integer (808000 binary)
Found heuristic solution: objective 21862.000000
Found heuristic solution: objective 21813.000000

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   25115    1.1372784e-03   2.196279e+03   0.000000e+00    148s
   25462    1.1559384e-03   3.475184e+03   0.000000e+00    150s
   25932    1.1794492e-03   3.434601e+03   0.000000e+00    156s
   26276    1.1906221e-03   5.155041e+03   0.000000e+00    161s
   26705    1.2114292e-03   3.632462e+03   0.000000e+00    166s
   27081    1.2256285e-03   6.051703e+03   0.000000e+00    172s
   27438    1.2419415e-03   7.495231e+03   0.000000e+00    178s
   27596    1.2488871e-03   7.656154e+03   0.000000e+00    181s
   27965    1.2653825e-03   6.910082e+03   0.000000e+00    186s
   28342    1.2854211e-03   3.997115e+03   0.000000e+00    191s
   28694    1.3016435e-03   3.512281e+03   0.000000e+00    197s
   29034    1.3112509e-03   4.725407e+03   0.000000e+00    202s
   29319    1.3210897e-03   1.758880e+04   0.000000e+00    206s
   29598    1.3441155e-03   1.226484e+04   0.000000e+00    219s
   29746    1.3519648e-03   7.186995e+03   0.000000e+00    221s
   30262    1.3868357e-03   7.054046e+03   0.000000e+00    225s
   31291    1.4442920e-03   5.729960e+03   0.000000e+00    230s
   32363    1.5193042e-03   6.273569e+03   0.000000e+00    236s
   33044    1.5553017e-03   1.084280e+04   0.000000e+00    241s
   34009    1.6106230e-03   7.483089e+03   0.000000e+00    246s
   34943    1.6776704e-03   3.709738e+03   0.000000e+00    250s
   35427    1.7039254e-03   3.360885e+03   0.000000e+00    255s
   36737    1.7899579e-03   8.318199e+03   0.000000e+00    262s
   37165    1.8183825e-03   4.029476e+03   0.000000e+00    265s
   38293    1.8866843e-03   1.174413e+04   0.000000e+00    271s
   39217    1.9511678e-03   7.009805e+03   0.000000e+00    275s
   39873    1.9892469e-03   5.238510e+03   0.000000e+00    281s
   40437    2.0357592e-03   3.252756e+03   0.000000e+00    285s
   40857    2.0622356e-03   3.568462e+03   0.000000e+00    290s
   41244    2.0842551e-03   1.922126e+04   0.000000e+00    295s
   41903    2.1071135e-03   3.682972e+04   0.000000e+00    302s
   42601    2.1630464e-03   1.061226e+04   0.000000e+00    305s
   43138    2.1871784e-03   7.329350e+03   0.000000e+00    311s
   43662    2.2275575e-03   1.234985e+04   0.000000e+00    315s
   44225    2.2877433e-03   1.515249e+04   0.000000e+00    321s
   44778    2.3451172e-03   3.258199e+04   0.000000e+00    327s
   45065    2.3842160e-03   6.520961e+03   0.000000e+00    330s
   46241    2.5262930e-03   8.566611e+03   0.000000e+00    335s
   47321    2.6302791e-03   4.691068e+03   0.000000e+00    340s
   48095    2.7029727e-03   5.826138e+03   0.000000e+00    345s
   48780    2.7784738e-03   6.032171e+03   0.000000e+00    350s
   50434    2.9833902e-03   6.669997e+03   0.000000e+00    355s
   51652    3.1647303e-03   1.076364e+04   0.000000e+00    360s
   52942    3.3917920e-03   1.289961e+04   0.000000e+00    365s
   54663    3.7431013e-03   1.276976e+04   0.000000e+00    370s
   55792    4.0653618e-03   5.705462e+03   0.000000e+00    376s
   57211    4.6704201e-03   7.881459e+04   0.000000e+00    380s
   59988    5.9525104e-03   2.446192e+04   0.000000e+00    385s
   63313    8.0435770e-03   6.150132e+04   0.000000e+00    390s
   67107    1.1994945e-02   4.073310e+04   0.000000e+00    395s
   70351    1.9378577e-02   9.972598e+04   0.000000e+00    400s
   74586    5.9295483e-02   4.387978e+05   0.000000e+00    405s
   78536    9.2238846e+01   3.349981e+03   0.000000e+00    410s
   80223    9.7389266e+01   2.185000e+04   0.000000e+00    415s
   81639    1.0062080e+02   1.964137e+03   0.000000e+00    421s
   82923    1.0395115e+02   6.987950e+03   0.000000e+00    426s
   83773    1.0540094e+02   3.483507e+03   0.000000e+00    430s
   84647    1.0651972e+02   1.749737e+03   0.000000e+00    435s
   85565    1.0752227e+02   4.847169e+03   0.000000e+00    440s
   86499    1.0849850e+02   3.339240e+03   0.000000e+00    446s
   87151    1.0911198e+02   2.270029e+03   0.000000e+00    451s
   87699    1.0952789e+02   1.449340e+03   0.000000e+00    456s
   88228    1.1024247e+02   1.840230e+03   0.000000e+00    460s
   88773    1.1046537e+02   6.790633e+02   0.000000e+00    465s
   89289    1.1083416e+02   5.798510e+03   0.000000e+00    471s
   89805    1.1109999e+02   1.203036e+03   0.000000e+00    476s
   90192    1.1124933e+02   1.402411e+03   0.000000e+00    481s
   90579    1.1136519e+02   4.783770e+03   0.000000e+00    485s
   90966    1.1148197e+02   3.240953e+02   0.000000e+00    490s
   91482    1.1189543e+02   1.889426e+03   0.000000e+00    497s
   91869    1.1208546e+02   3.838948e+03   0.000000e+00    501s
   92256    1.1227535e+02   6.499190e+02   0.000000e+00    506s
   92643    1.1243649e+02   7.872101e+02   0.000000e+00    512s
   92901    1.1248490e+02   5.736484e+02   0.000000e+00    516s
   93159    1.1256013e+02   8.300104e+02   0.000000e+00    521s
   93417    1.1262645e+02   2.031461e+03   0.000000e+00    526s
   93804    1.1278046e+02   7.946280e+02   0.000000e+00    531s
   94062    1.1285249e+02   9.526527e+02   0.000000e+00    535s
   94449    1.1294883e+02   2.320777e+02   0.000000e+00    542s
   94707    1.1301099e+02   1.489024e+03   0.000000e+00    547s
   94836    1.1303737e+02   1.011916e+02   0.000000e+00    550s
   95094    1.1308229e+02   2.533058e+02   0.000000e+00    556s
   95352    1.1312302e+02   1.724511e+02   0.000000e+00    562s
   95610    1.1316084e+02   6.030661e+02   0.000000e+00    567s
   95739    1.1317127e+02   6.411137e+01   0.000000e+00    571s
   95997    1.1319674e+02   3.132361e+01   0.000000e+00    578s
   96126    1.1320690e+02   5.496082e+02   0.000000e+00    582s
   96255    1.1321493e+02   2.929157e+01   0.000000e+00    586s
   96513    1.1322985e+02   1.580334e+01   0.000000e+00    594s
   96642    1.1323645e+02   1.989405e+01   0.000000e+00    598s
   96771    1.1324049e+02   8.536057e+00   0.000000e+00    603s
   96900    1.1324217e+02   1.398188e-01   0.000000e+00    607s
   96980    1.1324039e+02   0.000000e+00   0.000000e+00    610s

Root relaxation: objective 1.132404e+02, 96980 iterations, 579.25 seconds
Total elapsed time = 612.07s

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0  113.24039    0  960 21813.0000  113.24039  99.5%     -  612s
H    0     0                     232.0000000  113.24039  51.2%     - 1252s
H    0     0                     166.0000000  113.24039  31.8%     - 1647s

Cutting planes:
  Learned: 5
  MIR: 121
  Zero half: 1

Explored 0 nodes (97187 simplex iterations) in 1864.17 seconds
Thread count was 1 (of 12 available processors)

Solution count 4: 166 232 21813 21862 
Pool objective bound 114

Time limit reached
Best objective 1.660000000000e+02, best bound 1.140000000000e+02, gap 31.3253%
