Instance: I_250_30_S_1-49_1_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 19452
LB value  = -1E+100
Solution time = 1800,32190322876
Solution status = Time_Limit

Variable	value
Y_30_127	1
X_30_125_127	1
Y_30_128	1
X_30_124_128	1
Y_30_129	1
X_30_123_129	1
Y_30_130	1
X_30_122_130	1
Y_30_131	1
X_30_121_131	1
Y_30_132	1
X_30_120_132	1
Y_30_133	1
X_30_119_133	1
Y_30_134	1
X_30_118_134	1
Y_30_135	1
X_30_117_135	1
Y_30_136	1
X_30_116_136	1
Y_30_137	1
X_30_115_137	1
Y_30_138	1
X_30_114_138	1
Y_30_139	1
X_30_113_139	1
Y_30_140	1
X_30_112_140	1
Y_30_141	1
X_30_111_141	1
Y_30_142	1
X_30_110_142	1
Y_30_143	1
X_30_109_143	1
Y_30_144	1
X_30_108_144	1
Y_30_145	1
X_30_107_145	1
Y_30_146	1
X_30_106_146	1
Y_30_147	1
X_30_105_147	1
Y_30_148	1
X_30_104_148	1
Y_30_149	1
X_30_103_149	1
Y_30_150	1
X_30_102_150	1
Y_30_151	1
X_30_101_151	1
Y_30_152	1
X_30_100_152	1
Y_30_153	1
X_30_99_153	1
Y_30_154	1
X_30_98_154	1
Y_30_155	1
X_30_97_155	1
Y_30_156	1
X_30_96_156	1
Y_30_157	1
X_30_95_157	1
Y_30_158	1
X_30_94_158	1
Y_30_159	1
X_30_93_159	1
Y_30_160	1
X_30_92_160	1
Y_30_161	1
X_30_91_161	1
Y_30_162	1
X_30_90_162	1
Y_30_163	1
X_30_89_163	1
Y_30_164	1
X_30_88_164	1
Y_30_165	1
X_30_87_165	1
Y_30_166	1
X_30_86_166	1
Y_30_167	1
X_30_85_167	1
Y_30_168	1
X_30_84_168	1
Y_30_169	1
X_30_83_169	1
Y_30_170	1
X_30_82_170	1
Y_30_171	1
X_30_81_171	1
Y_30_172	1
X_30_80_172	1
Y_30_173	1
X_30_79_173	1
Y_30_174	1
X_30_78_174	1
Y_30_175	1
X_30_77_175	1
Y_30_176	1
X_30_76_176	1
Y_30_177	1
X_30_75_177	1
Y_30_178	1
X_30_74_178	1
Y_30_179	1
X_30_73_179	1
Y_30_180	1
X_30_72_180	1
Y_30_181	1
X_30_71_181	1
Y_30_182	1
X_30_70_182	1
Y_30_183	1
X_30_69_183	1
Y_30_184	1
X_30_68_184	1
Y_30_185	1
X_30_67_185	1
Y_30_186	1
X_30_66_186	1
Y_30_187	1
X_30_65_187	1
Y_30_188	1
X_30_64_188	1
Y_30_189	1
X_30_63_189	1
Y_30_190	1
X_30_62_190	1
Y_30_191	1
X_30_61_191	1
Y_30_192	1
X_30_60_192	1
Y_30_193	1
X_30_59_193	1
Y_30_194	1
X_30_58_194	1
Y_30_195	1
X_30_57_195	1
Y_30_196	1
X_30_56_196	1
Y_30_197	1
X_30_55_197	1
Y_30_198	1
X_30_54_198	1
Y_30_199	1
X_30_53_199	1
Y_30_200	1
X_30_52_200	1
Y_30_201	1
X_30_51_201	1
Y_30_202	1
X_30_50_202	1
Y_30_203	1
X_30_49_203	1
Y_30_204	1
X_30_48_204	1
Y_30_205	1
X_30_47_205	1
Y_30_206	1
X_30_46_206	1
Y_30_207	1
X_30_45_207	1
Y_30_208	1
X_30_44_208	1
Y_30_209	1
X_30_43_209	1
Y_30_210	1
X_30_42_210	1
Y_30_211	1
X_30_41_211	1
Y_30_212	1
X_30_40_212	1
Y_30_213	1
X_30_39_213	1
Y_30_214	1
X_30_38_214	1
Y_30_215	1
X_30_37_215	1
Y_30_216	1
X_30_36_216	1
Y_30_217	1
X_30_35_217	1
Y_30_218	1
X_30_34_218	1
Y_30_219	1
X_30_33_219	1
Y_30_220	1
X_30_32_220	1
Y_30_221	1
X_30_31_221	1
Y_30_222	1
X_30_30_222	1
Y_30_223	1
X_30_29_223	1
Y_30_224	1
X_30_28_224	1
Y_30_225	1
X_30_27_225	1
Y_30_226	1
X_30_26_226	1
Y_30_227	1
X_30_25_227	1
Y_30_228	1
X_30_24_228	1
Y_30_229	1
X_30_23_229	1
Y_30_230	1
X_30_22_230	1
Y_30_231	1
X_30_21_231	1
Y_30_232	1
X_30_20_232	1
Y_30_233	1
X_30_19_233	1
Y_30_234	1
X_30_18_234	1
Y_30_235	1
X_30_17_235	1
Y_30_236	1
X_30_16_236	1
Y_30_237	1
X_30_15_237	1
Y_30_238	1
X_30_14_238	1
Y_30_239	1
X_30_13_239	1
Y_30_240	1
X_30_12_240	1
Y_30_241	1
X_30_11_241	1
Y_30_242	1
X_30_10_242	1
Y_30_243	1
X_30_9_243	1
Y_30_244	1
X_30_8_244	1
Y_30_245	1
X_30_7_245	1
Y_30_246	1
X_30_6_246	1
Y_30_247	1
X_30_5_247	1
Y_30_248	1
X_30_4_248	1
Y_30_249	1
X_30_3_249	1
Y_30_250	1
X_30_2_250	1
X_30_1_0	1
U_1	249,000000000003
U_2	247,000000000012
U_3	245,000000000013
U_4	243,000000000013
U_5	241,000000000014
U_6	239,000000000016
U_7	237,000000000018
U_8	235,00000000002
U_9	233,000000000022
U_10	231,000000000025
U_11	229,000000000028
U_12	227,000000000031
U_13	225,000000000035
U_14	223,000000000039
U_15	221,000000000043
U_16	219,000000000043
U_17	216,999999999873
U_18	215,000000000056
U_19	212,999999999873
U_20	211,000000000067
U_21	208,999999999874
U_22	207,000000000078
U_23	204,999999999874
U_24	203,000000000091
U_25	200,999999999874
U_26	199,000000000105
U_27	196,999999999874
U_28	195,000000000119
U_29	193,000000000127
U_30	190,999999999874
U_31	189,000000000127
U_32	187,000000000127
U_33	185,000000000127
U_34	183,000000000127
U_35	181,000000000127
U_36	179,000000000127
U_37	177,000000000127
U_38	175,000000000127
U_39	173,000000000127
U_40	171,000000000127
U_41	169,000000000127
U_42	167,000000000127
U_43	165,000000000127
U_44	163,000000000127
U_45	161,000000000127
U_46	159,000000000127
U_47	157,000000000127
U_48	155,000000000127
U_49	153,000000000127
U_50	151,000000000127
U_51	149,000000000127
U_52	147,000000000127
U_53	145,000000000127
U_54	143,000000000127
U_55	141,000000000127
U_56	139,000000000127
U_57	137,000000000127
U_58	135,000000000127
U_59	133,000000000127
U_60	131,000000000127
U_61	128,999999999877
U_62	126,999999999877
U_63	124,999999999877
U_64	122,999999999877
U_65	120,999999999877
U_66	118,999999999877
U_67	116,999999999877
U_68	114,999999999877
U_69	112,999999999877
U_70	110,999999999877
U_71	108,999999999877
U_72	106,999999999877
U_73	104,999999999877
U_74	102,999999999878
U_75	100,999999999878
U_76	98,9999999998777
U_77	96,9999999998778
U_78	94,9999999998779
U_79	92,999999999878
U_80	90,9999999998781
U_81	88,9999999998781
U_82	86,9999999998782
U_83	84,9999999998783
U_84	82,9999999998784
U_85	80,9999999998785
U_86	78,9999999998786
U_87	76,9999999998786
U_88	74,9999999998788
U_89	72,9999999998788
U_90	70,9999999998789
U_91	68,999999999879
U_92	66,9999999998791
U_93	64,9999999998792
U_94	62,9999999998793
U_95	60,9999999998793
U_96	58,9999999998794
U_97	56,9999999998795
U_98	54,9999999998796
U_99	52,9999999998797
U_100	50,9999999998872
U_101	48,9999999998945
U_102	46,9999999999015
U_103	44,9999999999083
U_104	42,9999999999148
U_105	40,9999999999212
U_106	38,9999999999273
U_107	36,9999999999332
U_108	34,9999999999388
U_109	32,9999999999443
U_110	30,9999999999495
U_111	28,9999999999592
U_112	26,9999999999615
U_113	24,9999999999657
U_114	22,9999999999696
U_115	20,9999999999732
U_116	18,9999999999765
U_117	16,9999999999794
U_118	14,9999999999819
U_119	12,9999999999841
U_120	10,999999999986
U_121	8,99999999998755
U_122	6,99999999998875
U_123	4,9999999999896
U_124	2,99999999999011
U_125	0,999999999994941
U_127	1,99999999999017
U_128	3,99999999998988
U_129	5,9999999999892
U_130	7,99999999998818
U_131	9,99999999998681
U_132	11,9999999999851
U_133	13,9999999999831
U_134	15,9999999999807
U_135	17,9999999999779
U_136	19,9999999999749
U_137	21,9999999999715
U_138	23,9999999999677
U_139	25,9999999999636
U_140	27,9999999999592
U_141	29,9999999999495
U_142	31,9999999999495
U_143	33,9999999999443
U_144	35,9999999999388
U_145	37,9999999999332
U_146	39,9999999999273
U_147	41,9999999999212
U_148	43,9999999999148
U_149	45,9999999999083
U_150	47,9999999999015
U_151	49,9999999998945
U_152	51,9999999998872
U_153	53,9999999998797
U_154	55,9999999998796
U_155	57,9999999998795
U_156	59,9999999998794
U_157	61,9999999998793
U_158	63,9999999998793
U_159	65,9999999998792
U_160	67,9999999998791
U_161	69,999999999879
U_162	71,9999999998789
U_163	73,9999999998788
U_164	75,9999999998788
U_165	77,9999999998786
U_166	79,9999999998786
U_167	81,9999999998785
U_168	83,9999999998784
U_169	85,9999999998783
U_170	87,9999999998782
U_171	89,9999999998781
U_172	91,9999999998781
U_173	93,999999999878
U_174	95,9999999998779
U_175	97,9999999998778
U_176	99,9999999998777
U_177	101,999999999878
U_178	103,999999999878
U_179	105,999999999877
U_180	107,999999999877
U_181	109,999999999877
U_182	111,999999999877
U_183	113,999999999877
U_184	115,999999999877
U_185	117,999999999877
U_186	119,999999999877
U_187	121,999999999877
U_188	123,999999999877
U_189	125,999999999877
U_190	127,999999999877
U_191	129,999999999877
U_192	132,000000000127
U_193	134,000000000127
U_194	136,000000000127
U_195	138,000000000127
U_196	140,000000000127
U_197	142,000000000127
U_198	144,000000000127
U_199	146,000000000127
U_200	148,000000000127
U_201	150,000000000127
U_202	152,000000000127
U_203	154,000000000127
U_204	156,000000000127
U_205	158,000000000127
U_206	160,000000000127
U_207	162,000000000127
U_208	164,000000000127
U_209	166,000000000127
U_210	168,000000000127
U_211	170,000000000127
U_212	172,000000000127
U_213	174,000000000127
U_214	176,000000000127
U_215	178,000000000127
U_216	180,000000000127
U_217	182,000000000127
U_218	184,000000000127
U_219	186,000000000127
U_220	188,000000000127
U_221	190,000000000127
U_222	191,999999999874
U_223	194,000000000127
U_224	196,000000000119
U_225	197,999999999874
U_226	200,000000000105
U_227	201,999999999874
U_228	204,000000000091
U_229	205,999999999874
U_230	208,000000000078
U_231	209,999999999874
U_232	212,000000000067
U_233	213,999999999873
U_234	216,000000000056
U_235	217,999999999873
U_236	220,000000000043
U_237	222,000000000041
U_238	224,000000000037
U_239	226,000000000033
U_240	228,000000000029
U_241	230,000000000026
U_242	232,000000000023
U_243	234,000000000021
U_244	236,000000000019
U_245	238,000000000017
U_246	240,000000000015
U_247	242,000000000014
U_248	244,000000000013
U_249	246,000000000013
U_250	247,999999999908
